,age,daily_active_minutes_instagram,self_reported_happiness
17829,49,91.0,2
126126,60,257.0,1
193565,44,376.0,1
59471,13,300.0,5
15051,51,267.0,7
164163,27,298.0,1
100927,13,329.0,3
103248,46,198.0,3
193234,39,5.0,10
119366,40,96.0,9
51916,16,333.0,5
52203,57,295.0,1
169161,15,383.0,1
38865,29,358.0,4
90535,25,190.0,10
157943,29,160.0,10
74923,45,228.0,5
14570,34,328.0,1
43699,61,142.0,4
702,62,301.0,4
109918,42,286.0,10
132927,15,167.0,8
38302,32,223.0,7
78796,63,46.0,2
8914,26,278.0,6
10274,53,209.0,9
25373,65,217.0,1
13424,46,270.0,1
32968,63,226.0,4
106261,60,128.0,4
67469,58,309.0,3
57369,50,202.0,2
149227,54,118.0,7
22511,36,195.0,10
89320,17,285.0,4
36248,27,79.0,4
182568,15,233.0,2
155427,16,100.0,2
128502,54,167.0,8
145715,21,164.0,4
168111,56,161.0,7
47174,16,214.0,3
160080,42,69.0,2
114278,16,66.0,9
112459,47,5.0,8
34908,49,297.0,6
7834,19,182.0,2
112744,22,331.0,2
178728,45,127.0,10
116648,53,110.0,10
193053,51,5.0,10
190894,46,211.0,6
10983,14,265.0,8
27499,14,139.0,4
68724,61,5.0,9
195891,54,34.0,3
182066,33,266.0,9
83894,43,195.0,5
127439,25,302.0,4
192516,16,329.0,5
12855,42,43.0,7
74099,61,96.0,5
64183,40,155.0,2
9743,28,311.0,4
83864,37,5.0,8
40829,26,396.0,1
78969,18,421.0,2
111725,29,283.0,7
56756,60,194.0,3
108316,21,264.0,7
175325,17,306.0,2
12814,37,210.0,3
100694,48,5.0,8
106930,29,117.0,9
15322,49,184.0,9
83247,48,198.0,3
44251,58,147.0,10
139417,20,127.0,9
162705,45,97.0,10
63225,54,212.0,6
59928,43,240.0,2
101128,30,73.0,5
135873,18,199.0,3
173289,22,65.0,6
200074,30,385.0,3
141346,18,65.0,7
109037,46,114.0,9
96971,17,64.0,7
161411,28,97.0,8
88750,49,294.0,4
65370,50,79.0,8
20064,22,92.0,9
111884,54,269.0,2
35233,59,34.0,9
2449,50,117.0,4
59308,60,161.0,8
148805,63,154.0,3
82719,64,30.0,3
130031,18,372.0,2
44445,19,463.0,2
182204,27,192.0,3
97270,54,215.0,5
34747,54,54.0,3
156060,53,219.0,2
3507,43,80.0,4
7725,16,263.0,8
58213,20,370.0,5
128102,52,109.0,6
104339,40,359.0,1
34945,16,87.0,8
76617,20,257.0,3
111609,51,193.0,7
93056,19,316.0,9
152554,58,5.0,1
37568,50,49.0,4
67831,32,248.0,1
123970,46,328.0,3
170,51,181.0,8
11345,30,119.0,5
180999,28,397.0,3
173282,38,177.0,2
94628,14,5.0,10
161674,55,328.0,1
121816,54,304.0,2
47390,27,178.0,3
163323,61,90.0,9
58414,59,75.0,6
81971,26,268.0,7
157287,36,412.0,1
18371,32,29.0,4
23132,15,236.0,9
79000,26,99.0,9
172131,37,72.0,7
52480,61,102.0,7
61813,35,226.0,10
144784,37,309.0,6
159268,62,324.0,3
25659,62,47.0,8
188690,18,166.0,4
191347,20,278.0,8
79039,44,101.0,2
126999,57,326.0,1
126243,60,138.0,9
99387,64,134.0,8
57481,34,325.0,2
176723,25,140.0,8
154496,25,236.0,8
8204,39,34.0,5
4204,44,150.0,4
120753,16,5.0,8
12380,36,5.0,7
37825,13,133.0,8
78060,18,389.0,2
128321,52,23.0,3
159922,23,28.0,10
27341,47,224.0,1
167433,32,237.0,3
31334,18,251.0,4
173201,63,131.0,4
2170,58,89.0,1
200033,57,204.0,8
74584,59,68.0,1
70234,23,104.0,9
40262,58,265.0,2
35105,36,303.0,1
15283,26,424.0,4
41006,42,93.0,10
15803,55,37.0,8
137490,63,256.0,5
22262,48,251.0,5
6285,37,148.0,7
49257,42,5.0,8
29300,16,128.0,9
97123,52,210.0,6
56435,21,147.0,2
154119,13,186.0,1
71364,54,359.0,1
131547,13,291.0,8
114388,25,320.0,3
58178,44,99.0,2
199407,45,69.0,6
113003,44,26.0,10
41229,51,76.0,10
169355,44,239.0,9
109069,38,222.0,7
55059,24,157.0,9
110933,61,289.0,4
187098,24,33.0,8
90089,26,124.0,1
36974,65,250.0,7
44276,53,45.0,5
147966,45,315.0,1
160051,39,300.0,5
66700,29,224.0,10
35081,19,159.0,5
198101,21,109.0,7
127895,48,242.0,7
134054,13,413.0,1
151006,37,298.0,1
170227,35,179.0,6
68316,19,171.0,9
55617,21,196.0,7
20187,38,261.0,2
161239,64,254.0,10
150973,22,250.0,3
36799,34,5.0,8
85920,44,290.0,4
198684,18,122.0,10
49484,23,140.0,1
179210,26,50.0,4
91003,16,271.0,6
178552,15,314.0,4
127498,48,240.0,6
19775,37,314.0,3
175858,53,197.0,4
107358,25,292.0,2
198209,25,5.0,6
186117,20,288.0,4
52575,35,163.0,4
159509,25,35.0,9
133466,20,119.0,3
111964,45,222.0,3
84527,49,187.0,6
180758,52,6.0,9
78153,35,355.0,4
146416,49,5.0,7
114900,51,128.0,10
177539,19,267.0,2
156216,50,147.0,6
6956,61,154.0,5
199244,50,110.0,7
122330,27,146.0,4
174200,23,147.0,6
32603,39,14.0,8
88622,13,160.0,9
41042,36,418.0,4
90114,33,199.0,1
66178,30,346.0,1
92924,51,361.0,3
144202,20,198.0,5
131569,26,144.0,4
149537,43,217.0,1
106113,44,184.0,7
128625,32,145.0,9
13774,57,272.0,2
20903,22,5.0,9
179828,56,296.0,1
188168,16,168.0,6
169803,31,133.0,8
23439,64,337.0,3
180762,17,224.0,7
101560,46,124.0,3
66463,41,106.0,7
55751,46,258.0,9
121231,13,232.0,1
103597,32,215.0,5
76880,44,198.0,5
39230,15,337.0,1
171348,13,179.0,10
135622,27,60.0,4
29965,52,42.0,8
170678,40,5.0,10
129789,41,137.0,9
93858,45,202.0,9
12328,36,236.0,3
69640,53,230.0,4
198519,31,344.0,2
178153,40,169.0,2
26709,30,12.0,10
13788,56,305.0,1
16293,35,132.0,4
161279,15,170.0,7
54140,38,31.0,8
170254,40,292.0,1
104962,53,14.0,6
75704,24,326.0,8
49067,60,42.0,6
139161,19,111.0,7
127116,15,315.0,5
11658,64,119.0,8
134430,27,183.0,2
56808,42,417.0,2
30939,14,281.0,2
164024,52,58.0,3
35496,46,161.0,4
51067,19,5.0,10
54241,50,60.0,10
92950,54,7.0,8
93503,49,5.0,5
135313,25,281.0,4
156598,33,163.0,4
110005,56,191.0,2
115622,28,45.0,7
4011,60,160.0,2
59452,58,23.0,10
89139,47,91.0,1
61643,15,221.0,4
169951,14,268.0,7
128229,50,234.0,3
147308,17,127.0,7
2530,37,166.0,8
127436,27,245.0,10
14454,57,171.0,3
39865,29,267.0,9
85360,50,149.0,1
155968,17,167.0,4
21552,54,260.0,8
180996,24,53.0,9
134634,20,275.0,3
152200,53,208.0,2
126607,43,150.0,9
100172,19,229.0,1
159882,57,175.0,10
194185,45,278.0,8
63931,61,27.0,8
189034,47,106.0,7
174206,33,52.0,7
90771,14,228.0,2
8104,48,172.0,8
50084,19,259.0,2
182237,19,203.0,5
951,52,77.0,9
174577,48,150.0,9
164876,22,193.0,6
126788,18,98.0,6
95307,59,86.0,5
15154,17,174.0,7
44094,57,88.0,9
191746,18,77.0,9
69649,15,216.0,9
162193,47,242.0,5
29030,32,356.0,4
61482,46,128.0,7
122643,17,280.0,6
181070,17,13.0,8
193708,25,234.0,2
87853,40,216.0,5
61617,27,247.0,4
10186,34,302.0,5
19369,16,141.0,2
23867,62,123.0,1
81905,18,220.0,4
163961,30,5.0,8
136177,37,274.0,8
62169,39,190.0,4
94918,50,223.0,6
194721,50,56.0,9
99786,53,55.0,5
142901,23,243.0,10
132346,20,372.0,6
124571,14,442.0,3
98768,63,34.0,4
181728,33,284.0,8
60492,64,206.0,2
144993,58,5.0,5
46552,50,250.0,6
26698,20,561.0,2
18225,57,107.0,10
143473,31,246.0,9
162725,59,182.0,7
54542,57,215.0,2
28630,19,441.0,1
71435,24,167.0,7
116522,33,63.0,4
189780,61,282.0,6
191178,30,329.0,2
73598,61,61.0,10
49495,21,235.0,9
38541,64,92.0,5
29727,63,5.0,8
143878,34,309.0,5
110016,53,41.0,7
417,14,183.0,3
68859,32,7.0,8
115339,26,174.0,6
55382,20,309.0,1
6884,57,83.0,10
68408,34,284.0,6
124381,48,110.0,2
73321,33,130.0,4
142389,30,297.0,5
143998,45,69.0,7
166937,55,13.0,6
116066,19,138.0,7
181544,34,206.0,7
195541,61,156.0,5
103020,28,167.0,1
80039,35,196.0,8
163117,46,128.0,10
96834,26,134.0,4
34144,57,56.0,9
183632,29,229.0,2
173749,13,324.0,6
38816,52,142.0,3
128588,36,170.0,5
86908,25,301.0,2
152582,52,257.0,9
158017,23,312.0,6
41103,25,295.0,3
63838,39,300.0,6
4937,22,169.0,9
115886,24,245.0,7
54644,43,280.0,2
133131,40,308.0,4
5815,16,236.0,9
79954,63,86.0,10
154891,15,383.0,8
3715,58,90.0,4
3308,25,188.0,6
193772,47,150.0,3
48597,48,110.0,1
138442,47,76.0,8
149913,18,231.0,9
53787,58,194.0,6
161448,32,102.0,6
161822,56,137.0,8
186503,29,210.0,9
113599,41,112.0,7
98157,29,194.0,6
96101,53,110.0,2
169160,16,338.0,7
127105,23,110.0,3
198608,57,276.0,5
74513,33,314.0,3
87623,36,125.0,5
4722,29,79.0,1
87984,24,325.0,4
126782,21,378.0,5
4428,26,429.0,2
79565,52,181.0,3
142588,19,190.0,10
12482,29,147.0,1
95531,40,212.0,8
179424,47,50.0,7
100793,19,118.0,2
177217,48,328.0,4
64661,26,216.0,6
181405,19,243.0,8
17913,29,279.0,3
130978,60,92.0,3
161400,15,215.0,8
17863,65,102.0,7
196693,53,49.0,9
12377,54,256.0,4
176069,57,217.0,8
30020,36,362.0,2
75780,45,285.0,10
178777,46,202.0,5
118955,57,5.0,9
7557,50,5.0,10
141715,40,404.0,5
50765,65,163.0,5
139530,47,277.0,8
129617,55,388.0,4
12066,53,264.0,1
43680,29,474.0,3
34630,32,85.0,10
64055,65,296.0,6
197250,36,248.0,7
73649,21,104.0,8
80477,50,44.0,4
53674,49,88.0,7
19813,18,188.0,8
188376,26,357.0,3
168436,49,280.0,2
50435,21,146.0,8
163375,28,104.0,10
44332,35,43.0,7
27606,26,234.0,1
78822,44,188.0,7
129063,35,50.0,7
17830,34,5.0,10
163628,49,157.0,5
23512,31,179.0,10
15995,61,134.0,4
190649,55,178.0,5
139467,27,153.0,2
17554,62,263.0,7
103983,55,54.0,8
149285,52,233.0,8
179603,31,120.0,9
82439,13,333.0,3
103941,58,128.0,2
7109,65,223.0,9
137809,30,13.0,9
164000,60,235.0,8
188561,50,302.0,4
87771,39,98.0,10
45566,60,159.0,4
92998,22,154.0,9
186390,40,299.0,5
15614,35,289.0,4
21854,21,212.0,7
76506,25,167.0,7
40806,34,295.0,4
89236,50,216.0,4
113587,53,26.0,8
33809,24,256.0,5
164010,29,329.0,4
236,35,214.0,8
198059,54,115.0,8
49203,32,65.0,2
76061,61,87.0,5
146527,13,129.0,10
104760,57,87.0,4
120048,54,150.0,5
149538,44,132.0,1
144028,37,44.0,8
70733,22,255.0,7
146642,19,146.0,4
55379,45,33.0,6
174648,64,104.0,3
46423,63,110.0,3
160945,24,155.0,9
152307,23,269.0,7
166895,30,110.0,10
132759,47,137.0,4
39699,27,203.0,9
61622,33,156.0,8
53317,14,73.0,10
170454,19,272.0,4
89255,39,140.0,10
162732,34,371.0,5
79863,39,125.0,9
64123,62,263.0,6
155972,39,77.0,4
156224,29,333.0,4
14691,35,258.0,6
68789,21,167.0,3
41100,42,31.0,10
94963,42,249.0,8
177420,39,113.0,7
143099,15,145.0,7
67430,14,301.0,10
35922,52,80.0,8
50344,30,173.0,5
105673,47,391.0,5
16985,14,350.0,6
7460,43,5.0,9
19286,21,217.0,5
5143,59,201.0,3
15729,17,241.0,2
136607,41,168.0,5
10387,28,350.0,1
11451,28,141.0,5
3008,61,5.0,8
148689,35,25.0,7
92125,39,108.0,10
71317,55,265.0,6
92857,13,5.0,10
38852,58,5.0,10
46378,44,193.0,3
128959,56,76.0,9
38384,22,132.0,2
145181,32,177.0,1
337,28,364.0,1
20025,20,316.0,1
175935,52,5.0,9
80670,13,313.0,7
184107,34,241.0,2
46519,56,212.0,6
34219,16,427.0,1
124449,56,217.0,5
131919,33,288.0,7
192223,43,23.0,7
11007,59,108.0,5
196792,32,82.0,6
178862,25,351.0,4
40546,21,370.0,3
147015,47,5.0,10
53269,29,160.0,5
159456,16,199.0,6
625,30,149.0,8
95017,50,239.0,8
37479,23,52.0,10
155374,35,101.0,4
99874,49,178.0,8
55268,33,316.0,2
2239,60,127.0,3
146696,38,239.0,5
113470,58,297.0,5
123813,50,137.0,9
140798,18,321.0,3
163351,60,127.0,7
193075,31,286.0,6
193771,19,25.0,6
179065,13,242.0,8
87016,21,94.0,7
122739,17,346.0,6
189494,44,36.0,5
141194,37,15.0,8
160095,40,203.0,3
150774,22,363.0,2
82853,58,189.0,10
63014,26,364.0,2
1467,33,209.0,2
18315,32,269.0,5
147454,44,176.0,5
177879,27,208.0,8
130812,54,222.0,4
174054,31,271.0,6
189981,48,250.0,8
180147,21,5.0,9
178738,45,14.0,7
189677,22,315.0,4
38759,53,310.0,2
74594,27,305.0,9
9116,43,50.0,9
136775,36,242.0,1
73988,16,393.0,2
80678,64,5.0,8
15621,65,5.0,10
108049,44,5.0,9
159789,44,191.0,5
6982,28,407.0,8
130901,31,146.0,8
94099,59,58.0,10
166182,49,322.0,6
27669,54,104.0,8
79430,36,59.0,1
197068,19,334.0,4
164352,38,342.0,7
163574,21,174.0,9
193829,22,277.0,2
19844,60,260.0,1
107662,31,38.0,6
135248,35,80.0,3
174410,22,260.0,4
82659,53,5.0,10
109764,51,168.0,10
191837,60,29.0,10
18148,31,309.0,7
189007,27,23.0,8
194932,52,47.0,6
140645,31,156.0,4
31696,54,107.0,10
50922,34,271.0,9
124143,45,237.0,10
158997,54,187.0,8
32616,36,119.0,4
149762,32,5.0,10
177836,22,404.0,2
75180,62,338.0,3
160931,54,104.0,7
10086,35,5.0,10
46373,64,5.0,5
89074,16,148.0,4
88757,61,5.0,10
69693,61,288.0,9
114488,47,354.0,4
140866,44,5.0,9
20234,51,231.0,8
76377,28,330.0,5
182165,23,197.0,4
144999,27,384.0,2
79328,24,259.0,5
116325,46,267.0,1
182685,49,41.0,10
168785,60,91.0,9
192188,17,60.0,10
904,46,262.0,9
132051,42,294.0,3
59443,35,193.0,5
5288,25,17.0,10
149692,38,64.0,10
100184,19,314.0,9
10717,51,150.0,1
196410,59,263.0,8
200084,62,303.0,3
82062,55,72.0,6
51286,43,151.0,5
133644,65,278.0,3
90244,55,136.0,4
17798,13,287.0,3
140427,28,207.0,2
186069,65,48.0,7
21543,20,350.0,5
162843,31,190.0,6
194511,26,244.0,7
127689,16,141.0,3
70803,29,376.0,5
20637,46,113.0,3
187237,39,5.0,8
94020,38,80.0,9
100742,34,396.0,3
141810,46,424.0,3
145170,40,35.0,9
150251,40,156.0,6
153003,14,350.0,4
161391,51,68.0,7
113679,36,174.0,2
179109,25,328.0,5
169853,19,292.0,2
16497,46,278.0,4
103037,22,150.0,2
178216,33,5.0,7
28363,59,298.0,9
80155,65,181.0,5
85336,32,107.0,8
26329,36,81.0,7
111628,47,172.0,1
30768,15,430.0,5
27822,16,74.0,7
19033,20,174.0,3
103812,41,175.0,9
23647,24,12.0,8
22210,54,237.0,8
187252,41,200.0,3
75262,61,5.0,8
2775,14,297.0,8
154646,62,282.0,7
144689,15,49.0,7
20049,22,246.0,2
173895,13,287.0,7
96916,41,278.0,5
85552,43,11.0,7
195048,58,5.0,9
137889,46,263.0,3
92864,49,194.0,10
159878,48,274.0,3
185547,39,67.0,6
138599,15,88.0,5
153780,45,124.0,6
17341,40,211.0,5
170891,39,119.0,6
87944,65,61.0,1
113832,26,99.0,5
136276,25,210.0,1
61428,44,283.0,6
107945,51,158.0,3
63498,14,117.0,6
37768,63,110.0,8
121387,46,206.0,8
119343,49,356.0,1
34461,40,176.0,6
102163,20,96.0,3
33645,58,5.0,9
111058,56,21.0,5
70467,15,16.0,8
2730,14,381.0,5
55570,32,287.0,4
157531,21,129.0,7
121703,36,311.0,7
60812,43,324.0,2
160225,37,389.0,1
187432,17,39.0,9
40551,41,5.0,6
105615,52,28.0,7
102125,34,101.0,5
97495,53,197.0,6
3337,56,222.0,1
96555,15,215.0,1
128510,34,198.0,1
71108,20,306.0,5
148400,38,178.0,5
108138,28,139.0,6
120051,30,5.0,8
58646,20,5.0,10
8364,30,91.0,9
182372,16,398.0,3
111197,38,62.0,8
45660,24,156.0,1
37624,30,45.0,8
178485,46,35.0,10
93214,35,32.0,6
194601,25,5.0,9
130990,56,165.0,6
165306,24,416.0,2
37699,41,367.0,1
22814,27,5.0,10
99613,39,138.0,3
130691,44,331.0,8
161957,14,193.0,3
46293,52,57.0,9
24913,45,208.0,6
16394,38,222.0,8
22399,40,443.0,2
79237,29,348.0,3
47484,26,229.0,2
31731,61,41.0,2
179613,43,20.0,10
13535,65,138.0,1
169957,22,330.0,4
34374,44,69.0,9
118988,65,21.0,6
150594,65,5.0,9
168047,45,85.0,3
142251,60,40.0,7
46812,65,103.0,1
128664,23,176.0,8
21201,63,32.0,8
33565,47,260.0,5
89201,36,283.0,4
180962,13,179.0,5
97865,24,242.0,10
179371,24,378.0,3
70870,27,73.0,2
47451,22,242.0,10
45525,29,87.0,5
46531,39,74.0,9
198788,33,149.0,2
107144,54,29.0,6
95415,61,200.0,10
115656,13,180.0,1
166277,33,358.0,3
171966,14,95.0,6
12110,38,69.0,7
121594,60,291.0,4
23366,57,5.0,8
192937,15,364.0,3
120898,53,220.0,3
97608,33,163.0,6
166862,43,195.0,8
126474,17,305.0,6
185099,39,99.0,3
154489,30,197.0,5
116125,65,217.0,5
198240,62,287.0,5
134016,49,79.0,1
98128,20,453.0,3
68010,47,192.0,2
158580,26,276.0,7
146374,21,219.0,3
156964,35,337.0,6
27269,64,111.0,9
170640,59,236.0,9
145909,38,247.0,7
196222,59,129.0,4
186070,41,283.0,7
80027,27,196.0,6
34477,44,178.0,5
177399,38,425.0,3
129147,30,264.0,2
77096,50,5.0,8
40932,51,204.0,3
163120,20,261.0,6
168901,46,158.0,6
61067,50,180.0,6
184164,28,350.0,7
164765,13,181.0,3
96307,37,198.0,2
141173,21,177.0,4
96838,60,5.0,3
50691,38,157.0,4
78455,43,166.0,5
89318,22,108.0,7
142864,17,192.0,5
63576,21,124.0,3
168984,47,350.0,3
133736,40,232.0,3
92095,65,260.0,1
73201,57,104.0,7
145091,21,147.0,7
66208,14,245.0,3
8016,65,81.0,9
35599,27,83.0,2
184444,35,188.0,2
113418,60,179.0,6
176366,20,272.0,6
86372,27,214.0,9
191569,31,177.0,4
62172,56,352.0,2
154841,16,170.0,3
35174,23,165.0,2
195218,40,102.0,4
98869,36,148.0,1
145057,53,5.0,9
58457,24,145.0,4
56272,56,149.0,2
63311,43,219.0,7
64601,53,279.0,4
127416,26,62.0,6
57565,64,5.0,10
89990,31,325.0,1
55224,64,199.0,4
54662,33,12.0,10
53864,30,7.0,8
57312,64,121.0,9
87215,30,155.0,4
188453,44,147.0,7
68037,32,181.0,9
164340,61,100.0,1
193372,54,159.0,9
25510,46,243.0,8
40562,40,59.0,8
140428,59,241.0,6
89709,58,166.0,1
59852,13,299.0,6
37959,14,108.0,5
111523,46,90.0,7
62743,15,322.0,10
185914,17,201.0,10
129033,18,216.0,8
120058,54,298.0,7
88274,54,13.0,5
116010,19,316.0,2
52573,59,5.0,6
186703,29,211.0,10
84410,55,224.0,3
137051,41,207.0,5
32059,19,236.0,10
127242,23,199.0,1
142212,20,214.0,3
139789,63,182.0,9
66268,64,277.0,7
200108,15,287.0,9
130664,59,388.0,5
65576,50,215.0,1
185427,22,21.0,10
197500,17,165.0,8
1390,42,271.0,1
69314,25,305.0,7
126276,51,271.0,2
167061,28,238.0,1
22953,37,290.0,1
161784,50,57.0,9
38238,41,151.0,1
62438,19,81.0,4
117625,53,158.0,6
59039,47,78.0,4
154650,49,145.0,7
172763,44,79.0,2
155345,23,5.0,6
92296,57,263.0,5
128204,49,182.0,9
87370,13,231.0,3
182551,37,108.0,4
17048,42,247.0,2
48371,48,213.0,10
60976,54,33.0,6
113547,53,474.0,2
57757,28,331.0,10
4996,41,280.0,5
20515,60,225.0,9
30703,43,5.0,10
2611,19,299.0,4
147494,40,117.0,4
84429,18,125.0,10
50427,42,227.0,7
41331,65,143.0,10
174522,36,133.0,6
127331,64,109.0,8
30794,23,225.0,5
95158,54,5.0,10
109426,27,205.0,7
151076,33,251.0,7
105210,39,35.0,10
96683,38,150.0,4
20492,13,312.0,6
106395,31,367.0,5
79915,27,292.0,8
141898,49,300.0,7
182603,29,435.0,2
136191,59,166.0,4
116054,27,342.0,1
81453,55,264.0,1
29710,59,12.0,9
151219,47,74.0,4
146496,52,48.0,1
13588,19,245.0,9
118723,13,425.0,3
113348,46,207.0,4
186273,37,277.0,2
113202,22,454.0,1
93510,37,207.0,6
65943,53,45.0,4
150927,45,203.0,9
24308,61,165.0,3
42672,19,271.0,6
79644,45,287.0,7
162476,26,318.0,6
112038,24,169.0,6
124710,14,320.0,4
50588,19,142.0,4
118805,37,165.0,3
184609,54,139.0,7
27022,27,69.0,10
130411,55,98.0,3
10058,43,118.0,1
111771,52,314.0,1
43401,18,228.0,4
130265,40,159.0,1
154653,57,88.0,10
42139,14,448.0,3
149052,13,238.0,6
162506,33,95.0,5
55766,39,5.0,2
35742,26,197.0,10
55199,46,135.0,9
6532,41,16.0,5
45562,15,450.0,4
40401,28,200.0,7
116764,62,132.0,4
142970,46,253.0,2
119616,14,205.0,7
46421,50,68.0,8
52722,18,397.0,3
56224,15,361.0,9
155736,27,167.0,2
143206,36,323.0,3
51213,50,117.0,9
89585,21,292.0,1
29960,51,63.0,5
154186,59,207.0,2
164408,32,96.0,6
140661,52,5.0,9
174635,40,5.0,7
136207,32,224.0,1
132750,50,5.0,10
180570,29,180.0,3
78723,65,62.0,1
10011,13,294.0,6
66762,40,180.0,1
127456,24,314.0,7
177140,22,67.0,5
178293,49,299.0,9
54312,40,43.0,4
181152,20,248.0,6
153676,63,130.0,8
136390,49,166.0,2
115318,55,290.0,2
198615,41,85.0,3
82269,40,204.0,1
35042,28,70.0,6
182007,33,359.0,7
22133,48,5.0,5
89852,38,186.0,6
30329,14,97.0,9
126355,58,89.0,4
83634,27,74.0,6
100031,25,5.0,7
5799,23,238.0,4
173329,49,262.0,2
169498,32,147.0,9
79076,34,261.0,2
72076,16,379.0,3
169100,43,114.0,6
162836,34,6.0,9
2134,18,86.0,7
43144,14,252.0,10
180333,17,231.0,5
161178,43,400.0,1
131079,44,87.0,8
89227,43,209.0,2
134704,54,225.0,4
179552,41,144.0,2
139191,40,345.0,3
152185,26,105.0,1
39288,47,151.0,1
44308,30,124.0,9
152742,37,264.0,1
168140,40,86.0,8
120755,30,101.0,10
64846,18,336.0,5
27951,34,183.0,2
23071,45,114.0,1
135346,14,313.0,2
144238,36,144.0,7
83029,45,5.0,8
118535,21,297.0,2
196942,21,259.0,5
12981,28,24.0,9
67515,24,203.0,3
745,40,78.0,8
178882,18,190.0,10
183726,48,5.0,8
169683,55,158.0,3
124792,41,154.0,9
77292,53,143.0,2
156169,26,49.0,2
166599,32,251.0,10
3036,30,59.0,10
162735,44,205.0,3
194063,63,358.0,1
176340,62,178.0,7
164951,27,329.0,5
91548,38,306.0,8
30675,45,239.0,1
81095,24,131.0,4
143934,17,318.0,7
145421,25,305.0,6
10409,53,94.0,9
185256,37,5.0,8
47322,40,214.0,6
10215,65,115.0,5
149016,53,145.0,8
20214,16,222.0,10
175504,64,211.0,9
92480,58,178.0,1
7845,53,43.0,5
191790,21,5.0,9
178858,40,333.0,3
96795,63,5.0,9
48054,37,480.0,2
28209,56,199.0,3
61524,41,122.0,1
62566,35,366.0,4
154190,60,242.0,6
107534,21,238.0,5
6287,38,308.0,3
132117,65,66.0,10
38110,52,119.0,4
118203,47,214.0,10
169077,16,112.0,6
85909,49,14.0,8
90331,29,217.0,8
12999,21,323.0,2
148139,30,139.0,2
33639,57,342.0,2
85319,59,121.0,4
135625,49,5.0,10
61899,48,5.0,5
7726,33,371.0,5
145470,52,51.0,6
93625,44,179.0,2
98623,35,164.0,6
17911,34,210.0,3
44465,28,174.0,7
126512,41,151.0,9
105000,54,198.0,9
177691,44,74.0,4
32064,14,406.0,1
42007,32,87.0,2
7377,57,72.0,6
153493,65,17.0,9
22614,36,214.0,8
123640,46,19.0,6
153336,58,285.0,4
6381,18,289.0,4
74030,39,203.0,10
119740,16,203.0,4
98884,53,134.0,6
97065,52,59.0,4
130299,45,118.0,10
151822,40,318.0,6
97670,43,25.0,9
193333,28,311.0,3
178762,36,16.0,8
100637,13,382.0,3
91257,51,191.0,4
13061,17,19.0,10
89633,40,56.0,6
170923,44,125.0,2
120078,46,313.0,6
73013,51,294.0,1
175756,19,105.0,8
196703,17,163.0,5
133896,35,287.0,2
104551,65,183.0,5
15942,32,295.0,5
87118,17,249.0,5
3481,49,337.0,5
47211,39,308.0,1
120210,28,240.0,6
40139,60,194.0,8
136183,48,173.0,5
153645,61,242.0,6
65790,62,232.0,4
56445,56,78.0,9
97962,30,330.0,6
5225,61,199.0,2
12150,35,187.0,9
145891,31,353.0,8
58076,57,210.0,3
119436,54,144.0,7
5013,17,100.0,8
47941,19,273.0,7
146756,43,5.0,10
176153,22,127.0,4
131173,49,143.0,1
96829,44,5.0,10
135965,59,247.0,4
126717,64,5.0,7
198688,14,176.0,4
181864,56,143.0,10
1744,61,5.0,10
127760,46,234.0,10
67228,24,327.0,1
52135,29,247.0,1
112743,27,275.0,7
122799,43,365.0,1
16560,32,337.0,3
110985,30,228.0,1
3320,62,50.0,4
97435,26,397.0,5
114303,30,55.0,3
193746,60,202.0,9
155347,50,390.0,1
60169,51,149.0,8
184218,42,299.0,3
78979,32,168.0,5
45055,65,5.0,7
134553,38,28.0,8
155139,25,247.0,9
160668,48,64.0,4
4935,28,100.0,4
44895,22,327.0,1
95876,47,66.0,3
167609,32,6.0,4
169059,57,5.0,5
165460,41,189.0,1
199452,45,84.0,3
187426,61,301.0,6
187910,14,203.0,9
104228,14,281.0,7
68085,25,252.0,8
97659,35,44.0,6
199149,39,50.0,6
157479,34,102.0,2
56892,43,256.0,4
118479,43,236.0,9
150743,16,323.0,6
141619,40,424.0,1
7732,51,355.0,2
133790,30,214.0,9
147358,31,168.0,3
57450,32,5.0,9
175948,61,77.0,7
91303,46,376.0,3
196921,25,324.0,4
167886,13,304.0,1
47056,14,313.0,9
104134,52,67.0,9
197846,37,5.0,10
108496,37,19.0,10
75980,33,262.0,9
97898,27,151.0,7
22675,48,22.0,4
102722,32,5.0,8
8860,42,155.0,8
100572,56,305.0,2
45328,17,299.0,3
124591,56,195.0,6
92192,63,84.0,9
125386,49,72.0,9
167421,30,282.0,3
65006,28,85.0,1
18218,49,283.0,7
115608,62,123.0,2
162610,27,238.0,5
164716,32,133.0,1
73311,37,280.0,5
26301,60,226.0,8
7403,47,63.0,6
3595,58,266.0,5
62353,56,191.0,5
24174,52,190.0,10
8747,18,232.0,4
161390,21,231.0,6
86013,64,165.0,1
143230,54,126.0,2
195199,15,79.0,7
69034,60,222.0,2
11210,13,282.0,7
153114,56,155.0,10
141536,43,116.0,7
170203,35,193.0,3
181783,50,258.0,4
74218,36,230.0,2
10381,56,258.0,6
64650,51,212.0,3
179143,55,307.0,2
113903,59,253.0,7
38158,28,239.0,3
2129,52,16.0,2
109431,56,111.0,3
171478,54,98.0,5
22300,27,360.0,4
92436,48,281.0,4
160103,57,228.0,2
199939,25,229.0,5
